Date and Time,FI_FX001_FIT001_PV,FI_LX001_LIT001_PV,FI_QX001_QIT001_PV,FI_PX001_PIT001_PV,Stage,Cyclic Backwash Setpoint,Filter Time in Service,Time to Backwash
12/06/2024 19:46,6.61481,5.36376,0.11126,110.3585,FILTERING,1636,851,785
12/06/2024 19:47,6.48032,5.36512,0.11265,110.67695,FILTERING,1636,852,784
12/06/2024 19:48,6.64631,5.36168,0.11616,111.82115,FILTERING,1636,853,783
12/06/2024 19:49,6.61739,5.35892,0.11247,111.43398,FILTERING,1636,854,782
12/06/2024 19:50,6.29644,5.36405,0.11036,111.75527,FILTERING,1636,855,781
12/06/2024 19:51,6.77468,5.36395,0.11356,112.11681,FILTERING,1636,856,780
12/06/2024 19:52,6.53002,5.36716,0.11338,112.88423,FILTERING,1636,857,779
12/06/2024 19:53,6.14703,5.36851,0.11475,112.62283,FILTERING,1636,858,778
12/06/2024 19:54,6.73178,5.37119,0.11209,113.38833,FILTERING,1636,859,777
12/06/2024 19:55,6.40467,5.36927,0.11327,113.25898,FILTERING,1636,860,776
12/06/2024 19:56,6.97137,5.3659,0.1129,113.57473,FILTERING,1636,861,775
12/06/2024 19:57,6.70904,5.36286,0.11243,114.27128,FILTERING,1636,862,774
12/06/2024 19:58,6.80758,5.35272,0.11283,114.86129,FILTERING,1636,863,773
12/06/2024 19:59,6.91999,5.36629,0.11314,114.7192,FILTERING,1636,864,772
12/06/2024 20:00,6.86102,5.37387,0.11295,115.05443,FILTERING,1636,865,771
12/06/2024 20:01,6.74551,5.35905,0.11339,115.69962,FILTERING,1636,866,770
12/06/2024 20:02,7.11301,5.35991,0.10847,115.8435,FILTERING,1636,867,769
12/06/2024 20:03,6.88845,5.37576,0.10951,116.38847,FILTERING,1636,868,768
12/06/2024 20:04,6.70808,5.37845,0.11194,116.03474,FILTERING,1636,869,767
12/06/2024 20:05,7.02632,5.35877,0.11165,116.54851,FILTERING,1636,870,766
12/06/2024 20:06,6.96138,5.38593,0.1098,117.17987,FILTERING,1636,871,765
12/06/2024 20:07,6.99468,5.36893,0.11066,117.672,FILTERING,1636,872,764
12/06/2024 20:08,7.04588,5.37304,0.10976,117.83563,FILTERING,1636,873,763
12/06/2024 20:09,7.05305,5.36291,0.11171,118.23668,FILTERING,1636,874,762
12/06/2024 20:10,7.35413,5.36786,0.10932,118.73284,FILTERING,1636,875,761
12/06/2024 20:11,6.92286,5.36926,0.1108,118.51497,FILTERING,1636,876,760
12/06/2024 20:12,6.68699,5.35873,0.11183,119.40895,FILTERING,1636,877,759
12/06/2024 20:13,7.123,5.37922,0.10879,119.88022,FILTERING,1636,878,758
12/06/2024 20:14,7.30862,5.36574,0.10789,119.80008,FILTERING,1636,879,757
12/06/2024 20:15,6.84841,5.36212,0.10856,119.98237,FILTERING,1636,880,756
12/06/2024 20:16,7.25279,5.35692,0.10819,120.84498,FILTERING,1636,881,755
12/06/2024 20:17,6.91681,5.37076,0.10935,121.43168,FILTERING,1636,882,754
12/06/2024 20:18,7.38477,5.36837,0.10652,121.29745,FILTERING,1636,883,753
12/06/2024 20:19,7.23568,5.35859,0.11126,121.32532,FILTERING,1636,884,752
12/06/2024 20:20,7.07466,5.36758,0.10675,121.92527,FILTERING,1636,885,751
12/06/2024 20:21,6.94666,5.37043,0.10638,122.01347,FILTERING,1636,886,750
12/06/2024 20:22,7.71991,5.36343,0.10827,122.81471,FILTERING,1636,887,749
12/06/2024 20:23,7.76068,5.36964,0.10776,122.92066,FILTERING,1636,888,748
12/06/2024 20:24,7.09935,5.36676,0.10977,122.99309,FILTERING,1636,889,747
12/06/2024 20:25,7.10978,5.36503,0.10706,123.66656,FILTERING,1636,890,746
12/06/2024 20:26,7.36084,5.35917,0.1068,123.74498,FILTERING,1636,891,745
12/06/2024 20:27,7.28222,5.36851,0.10796,123.88152,FILTERING,1636,892,744
12/06/2024 20:28,7.30803,5.35039,0.10817,124.83781,FILTERING,1636,893,743
12/06/2024 20:29,7.44348,5.37856,0.10358,125.03313,FILTERING,1636,894,742
12/06/2024 20:30,7.78335,5.37661,0.10635,125.13581,FILTERING,1636,895,741
12/06/2024 20:31,7.68487,5.35899,0.10924,125.99066,FILTERING,1636,896,740
12/06/2024 20:32,7.36062,5.35574,0.10482,125.71694,FILTERING,1636,897,739
12/06/2024 20:33,7.58089,5.37667,0.10573,126.14189,FILTERING,1636,898,738
12/06/2024 20:34,7.07842,5.36605,0.10678,126.71554,FILTERING,1636,899,737
12/06/2024 20:35,7.48594,5.36792,0.10573,127.19598,FILTERING,1636,900,736
12/06/2024 20:36,7.42193,5.3677,0.10317,127.37981,FILTERING,1636,901,735
12/06/2024 20:37,7.67201,5.35706,0.1044,127.42205,FILTERING,1636,902,734
12/06/2024 20:38,7.61333,5.37392,0.10239,127.84802,FILTERING,1636,903,733
12/06/2024 20:39,7.5599,5.37129,0.10239,128.05288,FILTERING,1636,904,732
12/06/2024 20:40,7.59891,5.36792,0.10541,128.47323,FILTERING,1636,905,731
12/06/2024 20:41,7.42845,5.34968,0.10479,128.8216,FILTERING,1636,906,730
12/06/2024 20:42,7.71653,5.37193,0.10593,129.3483,FILTERING,1636,907,729
12/06/2024 20:43,7.62243,5.37099,0.1044,129.34038,FILTERING,1636,908,728
12/06/2024 20:44,7.5049,5.36727,0.10256,130.15691,FILTERING,1636,909,727
12/06/2024 20:45,7.5636,5.37581,0.10101,130.18515,FILTERING,1636,910,726
12/06/2024 20:46,7.71872,5.37719,0.10439,130.25771,FILTERING,1636,911,725
12/06/2024 20:47,7.74323,5.37091,0.10299,130.95073,FILTERING,1636,912,724
12/06/2024 20:48,7.49219,5.35619,0.10302,131.1174,FILTERING,1636,913,723
12/06/2024 20:49,7.38658,5.35823,0.10245,131.33369,FILTERING,1636,914,722
12/06/2024 20:50,7.47842,5.36283,0.10315,132.21391,FILTERING,1636,915,721
12/06/2024 20:51,7.4925,5.36649,0.09886,132.01134,FILTERING,1636,916,720
12/06/2024 20:52,7.6013,5.37527,0.09911,132.28401,FILTERING,1636,917,719
12/06/2024 20:53,7.81899,5.37124,0.09941,133.02243,FILTERING,1636,918,718
12/06/2024 20:54,7.4878,5.36734,0.10105,133.19824,FILTERING,1636,919,717
12/06/2024 20:55,7.66145,5.37377,0.09961,133.58512,FILTERING,1636,920,716
12/06/2024 20:56,7.54849,5.36259,0.10179,133.5004,FILTERING,1636,921,715
12/06/2024 20:57,7.59019,5.37388,0.09988,134.04465,FILTERING,1636,922,714
12/06/2024 20:58,7.64753,5.37075,0.10319,133.87089,FILTERING,1636,923,713
12/06/2024 20:59,7.82736,5.37317,0.10209,134.01757,FILTERING,1636,924,712
12/06/2024 21:00,7.63617,5.37582,0.09955,134.72207,FILTERING,1636,925,711
12/06/2024 21:01,7.06958,5.36873,0.09713,135.21787,FILTERING,1636,926,710
12/06/2024 21:02,7.54481,5.35325,0.10003,136.22686,FILTERING,1636,927,709
12/06/2024 21:03,7.89674,5.36397,0.09717,136.18351,FILTERING,1636,928,708
12/06/2024 21:04,7.80916,5.37556,0.09722,135.78098,FILTERING,1636,929,707
12/06/2024 21:05,7.73625,5.36485,0.09794,136.67082,FILTERING,1636,930,706
12/06/2024 21:06,7.81091,5.36412,0.09776,136.30224,FILTERING,1636,931,705
12/06/2024 21:07,7.73632,5.36999,0.09907,137.4622,FILTERING,1636,932,704
12/06/2024 21:08,7.79952,5.37831,0.09861,137.1457,FILTERING,1636,933,703
12/06/2024 21:09,7.3396,5.37329,0.09648,137.41854,FILTERING,1636,934,702
12/06/2024 21:10,7.54624,5.38361,0.09743,138.18918,FILTERING,1636,935,701
12/06/2024 21:11,7.5824,5.37296,0.09572,138.00616,FILTERING,1636,936,700
12/06/2024 21:12,7.55792,5.37271,0.09826,138.98773,FILTERING,1636,937,699
12/06/2024 21:13,7.42548,5.368,0.09477,138.58013,FILTERING,1636,938,698
12/06/2024 21:14,7.5635,5.35753,0.09712,139.30387,FILTERING,1636,939,697
12/06/2024 21:15,7.18709,5.37118,0.09642,139.35742,FILTERING,1636,940,696
12/06/2024 21:16,7.61024,5.3704,0.09814,139.80981,FILTERING,1636,941,695
12/06/2024 21:17,7.37687,5.37543,0.09604,139.58592,FILTERING,1636,942,694
12/06/2024 21:18,7.06802,5.37263,0.09592,139.61879,FILTERING,1636,943,693
12/06/2024 21:19,7.49769,5.37241,0.09774,140.16631,FILTERING,1636,944,692
12/06/2024 21:20,7.79475,5.3794,0.09777,140.60438,FILTERING,1636,945,691
12/06/2024 21:21,7.09526,5.36829,0.09549,140.94169,FILTERING,1636,946,690
12/06/2024 21:22,7.41671,5.37715,0.09792,141.13108,FILTERING,1636,947,689
12/06/2024 21:23,7.13036,5.38081,0.1007,140.90845,FILTERING,1636,948,688
12/06/2024 21:24,7.49524,5.36614,0.0963,141.62944,FILTERING,1636,949,687
12/06/2024 21:25,7.60668,5.36736,0.09516,142.10306,FILTERING,1636,950,686
12/06/2024 21:26,7.25884,5.36454,0.09709,142.28682,FILTERING,1636,951,685
12/06/2024 21:27,7.32378,5.35989,0.09494,142.51466,FILTERING,1636,952,684
12/06/2024 21:28,7.36617,5.38556,0.09665,142.75458,FILTERING,1636,953,683
12/06/2024 21:29,7.6308,5.39636,0.09631,143.17369,FILTERING,1636,954,682
12/06/2024 21:30,7.08989,5.37262,0.09814,143.10526,FILTERING,1636,955,681
12/06/2024 21:31,7.26496,5.36835,0.09451,143.60702,FILTERING,1636,956,680
12/06/2024 21:32,7.6557,5.38497,0.09482,143.81804,FILTERING,1636,957,679
12/06/2024 21:33,7.18153,5.37593,0.09782,143.82387,FILTERING,1636,958,678
12/06/2024 21:34,7.23315,5.36515,0.09813,144.40084,FILTERING,1636,959,677
12/06/2024 21:35,7.33275,5.36422,0.09417,144.11475,FILTERING,1636,960,676
12/06/2024 21:36,7.74646,5.37786,0.09975,144.76076,FILTERING,1636,961,675
12/06/2024 21:37,7.04147,5.37444,0.09888,145.31791,FILTERING,1636,962,674
12/06/2024 21:38,7.39958,5.38041,0.09665,145.59139,FILTERING,1636,963,673
12/06/2024 21:39,6.99415,5.37713,0.0979,145.72133,FILTERING,1636,964,672
12/06/2024 21:40,7.01303,5.36179,0.09492,146.03295,FILTERING,1636,965,671
12/06/2024 21:41,7.09434,5.36543,0.09905,146.39821,FILTERING,1636,966,670
12/06/2024 21:42,7.27213,5.36466,0.09684,146.48899,FILTERING,1636,967,669
12/06/2024 21:43,7.051,5.37348,0.09771,147.05453,FILTERING,1636,968,668
12/06/2024 21:44,7.16899,5.37082,0.09822,146.30772,FILTERING,1636,969,667
12/06/2024 21:45,6.98002,5.36822,0.10034,147.43288,FILTERING,1636,970,666
12/06/2024 21:46,7.1206,5.36944,0.09938,146.77298,FILTERING,1636,971,665
12/06/2024 21:47,6.82523,5.37738,0.0983,147.47598,FILTERING,1636,972,664
12/06/2024 21:48,6.81034,5.3706,0.09812,148.12042,FILTERING,1636,973,663
12/06/2024 21:49,6.94203,5.36666,0.09951,148.32334,FILTERING,1636,974,662
12/06/2024 21:50,7.14647,5.36173,0.09921,148.08107,FILTERING,1636,975,661
12/06/2024 21:51,7.04222,5.36501,0.09916,148.59114,FILTERING,1636,976,660
12/06/2024 21:52,6.8275,5.38084,0.09972,148.65921,FILTERING,1636,977,659
12/06/2024 21:53,6.73468,5.36701,0.09949,149.32305,FILTERING,1636,978,658
12/06/2024 21:54,7.14609,5.38693,0.09775,149.27546,FILTERING,1636,979,657
12/06/2024 21:55,7.19002,5.37752,0.10021,149.33286,FILTERING,1636,980,656
12/06/2024 21:56,6.99669,5.36601,0.10047,149.86933,FILTERING,1636,981,655
12/06/2024 21:57,6.94375,5.3677,0.10091,150.15487,FILTERING,1636,982,654
12/06/2024 21:58,6.42232,5.3558,0.09942,150.1478,FILTERING,1636,983,653
12/06/2024 21:59,6.94558,5.36921,0.09995,150.62647,FILTERING,1636,984,652
12/06/2024 22:00,7.12126,5.38838,0.10383,151.12198,FILTERING,1636,985,651
12/06/2024 22:01,6.9945,5.38592,0.10048,150.25131,FILTERING,1636,986,650
12/06/2024 22:02,6.9599,5.38578,0.10259,151.45818,FILTERING,1636,987,649
12/06/2024 22:03,6.40122,5.37785,0.10086,151.74588,FILTERING,1636,988,648
12/06/2024 22:04,6.56719,5.37161,0.09945,151.66989,FILTERING,1636,989,647
12/06/2024 22:05,6.65463,5.37388,0.10237,151.6593,FILTERING,1636,990,646
12/06/2024 22:06,6.5166,5.37751,0.10369,151.50239,FILTERING,1636,991,645
12/06/2024 22:07,6.40207,5.37309,0.10251,152.19873,FILTERING,1636,992,644
12/06/2024 22:08,6.69278,5.36699,0.10026,152.2803,FILTERING,1636,993,643
12/06/2024 22:09,6.78302,5.37276,0.10015,152.19793,FILTERING,1636,994,642
12/06/2024 22:10,6.27892,5.36258,0.10548,152.63154,FILTERING,1636,995,641
12/06/2024 22:11,6.74012,5.37822,0.10398,153.02903,FILTERING,1636,996,640
12/06/2024 22:12,6.55135,5.36625,0.10516,153.33343,FILTERING,1636,997,639
12/06/2024 22:13,6.80529,5.37814,0.10485,153.15599,FILTERING,1636,998,638
12/06/2024 22:14,6.61348,5.365,0.10302,152.95935,FILTERING,1636,999,637
12/06/2024 22:15,6.45415,5.37238,0.10462,153.8059,FILTERING,1636,1000,636
12/06/2024 22:16,6.42924,5.37597,0.10271,153.81567,FILTERING,1636,1001,635
12/06/2024 22:17,6.37548,5.37252,0.10692,154.16788,FILTERING,1636,1002,634
12/06/2024 22:18,6.71201,5.37901,0.10623,153.89175,FILTERING,1636,1003,633
12/06/2024 22:19,6.4438,5.37753,0.10711,154.61588,FILTERING,1636,1004,632
12/06/2024 22:20,6.22077,5.37064,0.10819,155.02946,FILTERING,1636,1005,631
12/06/2024 22:21,6.38108,5.36935,0.10596,154.98971,FILTERING,1636,1006,630
12/06/2024 22:22,6.33319,5.36884,0.10563,155.35807,FILTERING,1636,1007,629
12/06/2024 22:23,6.12805,5.36775,0.10683,155.44254,FILTERING,1636,1008,628
12/06/2024 22:24,6.02113,5.39103,0.10913,155.14257,FILTERING,1636,1009,627
12/06/2024 22:25,6.39401,5.36927,0.10512,155.96075,FILTERING,1636,1010,626
12/06/2024 22:26,6.07752,5.38311,0.10774,155.90304,FILTERING,1636,1011,625
12/06/2024 22:27,6.03858,5.37575,0.10915,155.9424,FILTERING,1636,1012,624
12/06/2024 22:28,6.19089,5.37166,0.10864,156.74416,FILTERING,1636,1013,623
12/06/2024 22:29,5.94314,5.37611,0.11002,156.82187,FILTERING,1636,1014,622
12/06/2024 22:30,6.06454,5.37666,0.10633,156.75723,FILTERING,1636,1015,621
12/06/2024 22:31,5.91483,5.36062,0.11048,157.09373,FILTERING,1636,1016,620
12/06/2024 22:32,5.44705,5.37412,0.10814,157.38728,FILTERING,1636,1017,619
12/06/2024 22:33,6.01217,5.37485,0.10614,157.02797,FILTERING,1636,1018,618
12/06/2024 22:34,5.95923,5.37223,0.10901,157.39341,FILTERING,1636,1019,617
12/06/2024 22:35,5.94958,5.35794,0.10844,157.60527,FILTERING,1636,1020,616
12/06/2024 22:36,5.43565,5.37233,0.10966,158.27952,FILTERING,1636,1021,615
12/06/2024 22:37,5.55256,5.38795,0.10782,158.79656,FILTERING,1636,1022,614
12/06/2024 22:38,6.02713,5.37951,0.11011,158.70058,FILTERING,1636,1023,613
12/06/2024 22:39,5.78135,5.36675,0.10961,158.75444,FILTERING,1636,1024,612
12/06/2024 22:40,5.35984,5.38237,0.11364,158.60649,FILTERING,1636,1025,611
12/06/2024 22:41,5.72744,5.36643,0.11109,159.332,FILTERING,1636,1026,610
12/06/2024 22:42,5.36859,5.3775,0.11134,159.19585,FILTERING,1636,1027,609
12/06/2024 22:43,5.53995,5.37763,0.11082,159.1956,FILTERING,1636,1028,608
12/06/2024 22:44,5.67742,5.37254,0.11319,159.90988,FILTERING,1636,1029,607
12/06/2024 22:45,5.64987,5.38387,0.1122,160.2858,FILTERING,1636,1030,606
12/06/2024 22:46,5.77245,5.38162,0.11389,160.30185,FILTERING,1636,1031,605
12/06/2024 22:47,5.63642,5.36945,0.11334,160.98685,FILTERING,1636,1032,604
12/06/2024 22:48,5.62138,5.3734,0.11131,160.23848,FILTERING,1636,1033,603
12/06/2024 22:49,5.41187,5.36892,0.1131,160.51778,FILTERING,1636,1034,602
12/06/2024 22:50,5.29061,5.37125,0.11335,160.58632,FILTERING,1636,1035,601
12/06/2024 22:51,5.4431,5.3811,0.11366,160.77625,FILTERING,1636,1036,600
12/06/2024 22:52,5.61005,5.37585,0.11294,161.65288,FILTERING,1636,1037,599
12/06/2024 22:53,5.54408,5.38426,0.11042,161.09245,FILTERING,1636,1038,598
12/06/2024 22:54,5.3116,5.36344,0.11248,161.45141,FILTERING,1636,1039,597
12/06/2024 22:55,5.31297,5.37835,0.11278,162.18433,FILTERING,1636,1040,596
12/06/2024 22:56,5.11762,5.38285,0.11279,162.11212,FILTERING,1636,1041,595
12/06/2024 22:57,5.50154,5.37708,0.11447,161.88132,FILTERING,1636,1042,594
12/06/2024 22:58,5.56795,5.36542,0.11184,162.35136,FILTERING,1636,1043,593
12/06/2024 22:59,5.30642,5.36799,0.11306,162.05513,FILTERING,1636,1044,592
12/06/2024 23:00,4.86521,5.38372,0.1128,162.69327,FILTERING,1636,1045,591
12/06/2024 23:01,5.30099,5.37224,0.11396,162.96508,FILTERING,1636,1046,590
12/06/2024 23:02,5.47134,5.37033,0.11568,163.17249,FILTERING,1636,1047,589
12/06/2024 23:03,4.89104,5.37392,0.11392,163.88123,FILTERING,1636,1048,588
12/06/2024 23:04,5.2584,5.37467,0.11383,163.72839,FILTERING,1636,1049,587
12/06/2024 23:05,5.02631,5.38624,0.11147,163.34129,FILTERING,1636,1050,586
12/06/2024 23:06,5.28756,5.36285,0.11068,163.91178,FILTERING,1636,1051,585
12/06/2024 23:07,4.78232,5.38148,0.11337,164.04585,FILTERING,1636,1052,584
12/06/2024 23:08,4.90243,5.38862,0.11268,164.81105,FILTERING,1636,1053,583
12/06/2024 23:09,4.65109,5.38456,0.11363,164.30446,FILTERING,1636,1054,582
12/06/2024 23:10,5.00831,5.39565,0.11198,164.66105,FILTERING,1636,1055,581
12/06/2024 23:11,5.02699,5.37346,0.11496,164.88674,FILTERING,1636,1056,580
12/06/2024 23:12,4.96136,5.38432,0.11101,164.6699,FILTERING,1636,1057,579
12/06/2024 23:13,4.76586,5.37655,0.11245,164.71729,FILTERING,1636,1058,578
12/06/2024 23:14,4.75781,5.37315,0.1121,165.28998,FILTERING,1636,1059,577
12/06/2024 23:15,4.75719,5.3596,0.11425,165.74079,FILTERING,1636,1060,576
12/06/2024 23:16,4.9769,5.37371,0.11218,165.3292,FILTERING,1636,1061,575
12/06/2024 23:17,4.48677,5.38601,0.11157,165.87499,FILTERING,1636,1062,574
12/06/2024 23:18,4.68693,5.36382,0.11246,165.88543,FILTERING,1636,1063,573
12/06/2024 23:19,4.43859,5.39439,0.11106,165.68621,FILTERING,1636,1064,572
12/06/2024 23:20,4.62951,5.38095,0.11209,166.51721,FILTERING,1636,1065,571
12/06/2024 23:21,4.6871,5.36889,0.11182,166.7497,FILTERING,1636,1066,570
12/06/2024 23:22,5.08892,5.37962,0.11622,167.00716,FILTERING,1636,1067,569
12/06/2024 23:23,4.51447,5.38335,0.11106,167.21949,FILTERING,1636,1068,568
12/06/2024 23:24,4.83292,5.37401,0.11148,167.13265,FILTERING,1636,1069,567
12/06/2024 23:25,4.26524,5.37299,0.1118,167.45978,FILTERING,1636,1070,566
12/06/2024 23:26,4.59538,5.39383,0.11173,167.57261,FILTERING,1636,1071,565
12/06/2024 23:27,4.57539,5.37538,0.11273,166.92023,FILTERING,1636,1072,564
12/06/2024 23:28,4.69768,5.37701,0.11388,167.41748,FILTERING,1636,1073,563
12/06/2024 23:29,4.42049,5.38881,0.10963,167.81984,FILTERING,1636,1074,562
12/06/2024 23:30,4.35419,5.3777,0.11131,168.23151,FILTERING,1636,1075,561
12/06/2024 23:31,4.07692,5.38446,0.11023,168.46921,FILTERING,1636,1076,560
12/06/2024 23:32,4.54128,5.37464,0.11079,168.75685,FILTERING,1636,1077,559
12/06/2024 23:33,4.32914,5.37289,0.11176,168.93517,FILTERING,1636,1078,558
12/06/2024 23:34,4.64547,5.38158,0.11234,168.95934,FILTERING,1636,1079,557
12/06/2024 23:35,4.52593,5.37075,0.11101,169.22115,FILTERING,1636,1080,556
12/06/2024 23:36,4.64424,5.38191,0.10997,169.70251,FILTERING,1636,1081,555
12/06/2024 23:37,4.21636,5.37138,0.11083,169.53414,FILTERING,1636,1082,554
12/06/2024 23:38,4.41628,5.38196,0.10781,169.56821,FILTERING,1636,1083,553
12/06/2024 23:39,4.39805,5.38872,0.10777,169.88225,FILTERING,1636,1084,552
12/06/2024 23:40,4.24591,5.36296,0.10888,170.1551,FILTERING,1636,1085,551
12/06/2024 23:41,4.57666,5.37568,0.11015,170.53994,FILTERING,1636,1086,550
12/06/2024 23:42,4.4727,5.36335,0.10773,169.91039,FILTERING,1636,1087,549
12/06/2024 23:43,4.70882,5.37674,0.10766,169.9098,FILTERING,1636,1088,548
12/06/2024 23:44,4.42825,5.38184,0.10474,170.62564,FILTERING,1636,1089,547
12/06/2024 23:45,4.65014,5.3765,0.11105,170.29068,FILTERING,1636,1090,546
12/06/2024 23:46,4.63304,5.36215,0.10689,170.80932,FILTERING,1636,1091,545
12/06/2024 23:47,4.15336,5.38653,0.10288,171.58614,FILTERING,1636,1092,544
12/06/2024 23:48,3.94604,5.36772,0.107,171.20163,FILTERING,1636,1093,543
12/06/2024 23:49,4.56595,5.38615,0.10721,171.36159,FILTERING,1636,1094,542
12/06/2024 23:50,4.35651,5.37355,0.10591,171.3927,FILTERING,1636,1095,541
12/06/2024 23:51,4.31153,5.37263,0.10464,172.11888,FILTERING,1636,1096,540
12/06/2024 23:52,4.10751,5.37974,0.1071,171.94775,FILTERING,1636,1097,539
12/06/2024 23:53,4.26706,5.38824,0.10668,171.83263,FILTERING,1636,1098,538
12/06/2024 23:54,4.38186,5.39542,0.10604,172.56815,FILTERING,1636,1099,537
12/06/2024 23:55,4.30142,5.37656,0.10385,172.3297,FILTERING,1636,1100,536
12/06/2024 23:56,4.03863,5.36949,0.10384,172.29847,FILTERING,1636,1101,535
12/06/2024 23:57,4.462,5.38273,0.10397,171.94416,FILTERING,1636,1102,534
12/06/2024 23:58,4.17107,5.36931,0.10363,172.75827,FILTERING,1636,1103,533
12/06/2024 23:59,4.27496,5.38604,0.10494,172.72688,FILTERING,1636,1104,532
12/07/2024 00:00,4.30071,5.3837,0.10316,172.9119,FILTERING,1636,1105,531
12/07/2024 00:01,4.55285,5.39105,0.10208,173.03784,FILTERING,1636,1106,530
12/07/2024 00:02,4.20377,5.38871,0.10389,172.74151,FILTERING,1636,1107,529
12/07/2024 00:03,4.10524,5.38146,0.10658,174.20014,FILTERING,1636,1108,528
12/07/2024 00:04,4.49371,5.38065,0.10159,173.36193,FILTERING,1636,1109,527
12/07/2024 00:05,4.3283,5.37337,0.10146,173.90838,FILTERING,1636,1110,526
12/07/2024 00:06,4.16411,5.37327,0.10211,173.77874,FILTERING,1636,1111,525
12/07/2024 00:07,4.14815,5.38026,0.10319,173.15845,FILTERING,1636,1112,524
12/07/2024 00:08,3.70464,5.37204,0.10267,174.06916,FILTERING,1636,1113,523
12/07/2024 00:09,4.07672,5.37858,0.10142,174.28214,FILTERING,1636,1114,522
12/07/2024 00:10,3.81177,5.37702,0.10071,174.21416,FILTERING,1636,1115,521
12/07/2024 00:11,3.55682,5.38559,0.10429,174.94303,FILTERING,1636,1116,520
12/07/2024 00:12,3.97053,5.38073,0.10264,175.17412,FILTERING,1636,1117,519
12/07/2024 00:13,3.81286,5.38893,0.10332,174.85012,FILTERING,1636,1118,518
12/07/2024 00:14,4.01803,5.37862,0.10156,175.01713,FILTERING,1636,1119,517
12/07/2024 00:15,4.15103,5.37175,0.10016,174.66922,FILTERING,1636,1120,516
12/07/2024 00:16,4.19208,5.38556,0.10069,174.79162,FILTERING,1636,1121,515
12/07/2024 00:17,4.06969,5.38024,0.10261,175.06438,FILTERING,1636,1122,514
12/07/2024 00:18,3.83556,5.37913,0.10048,175.98166,FILTERING,1636,1123,513
12/07/2024 00:19,4.07133,5.37798,0.09695,175.33663,FILTERING,1636,1124,512
12/07/2024 00:20,3.88512,5.38133,0.10145,176.0146,FILTERING,1636,1125,511
12/07/2024 00:21,4.38212,5.37932,0.10141,175.51968,FILTERING,1636,1126,510
12/07/2024 00:22,4.07556,5.38568,0.10086,175.56344,FILTERING,1636,1127,509
12/07/2024 00:23,3.88137,5.38753,0.09682,175.81636,FILTERING,1636,1128,508
12/07/2024 00:24,3.90358,5.37871,0.09926,175.92176,FILTERING,1636,1129,507
12/07/2024 00:25,4.12022,5.39774,0.10007,175.97366,FILTERING,1636,1130,506
12/07/2024 00:26,4.13598,5.37724,0.09841,176.77027,FILTERING,1636,1131,505
12/07/2024 00:27,4.09162,5.38201,0.09882,176.39478,FILTERING,1636,1132,504
12/07/2024 00:28,4.33553,5.36895,0.09895,176.45929,FILTERING,1636,1133,503
12/07/2024 00:29,3.95135,5.38116,0.09675,176.63329,FILTERING,1636,1134,502
12/07/2024 00:30,4.35178,5.38043,0.09858,177.00559,FILTERING,1636,1135,501
12/07/2024 00:31,4.1401,5.38173,0.09628,176.84284,FILTERING,1636,1136,500
12/07/2024 00:32,4.3397,5.39001,0.0975,177.02995,FILTERING,1636,1137,499
12/07/2024 00:33,4.05083,5.39569,0.0967,177.34534,FILTERING,1636,1138,498
12/07/2024 00:34,4.34078,5.39118,0.09879,176.81987,FILTERING,1636,1139,497
12/07/2024 00:35,4.03343,5.38156,0.09839,176.98862,FILTERING,1636,1140,496
12/07/2024 00:36,4.53442,5.38402,0.09817,177.37065,FILTERING,1636,1141,495
12/07/2024 00:37,4.19953,5.3947,0.09767,177.22279,FILTERING,1636,1142,494
12/07/2024 00:38,4.1404,5.37457,0.09785,177.46135,FILTERING,1636,1143,493
12/07/2024 00:39,4.00329,5.38892,0.10015,177.29485,FILTERING,1636,1144,492
12/07/2024 00:40,4.28368,5.37561,0.09908,177.46045,FILTERING,1636,1145,491
12/07/2024 00:41,4.2326,5.39192,0.09562,178.14491,FILTERING,1636,1146,490
12/07/2024 00:42,4.00772,5.38177,0.09623,177.79313,FILTERING,1636,1147,489
12/07/2024 00:43,4.14111,5.37587,0.0967,177.85591,FILTERING,1636,1148,488
12/07/2024 00:44,3.91123,5.37771,0.09664,177.83471,FILTERING,1636,1149,487
12/07/2024 00:45,4.09025,5.37905,0.09576,177.90546,FILTERING,1636,1150,486
12/07/2024 00:46,4.30615,5.39073,0.09788,177.94707,FILTERING,1636,1151,485
12/07/2024 00:47,4.41643,5.39388,0.09692,177.95723,FILTERING,1636,1152,484
12/07/2024 00:48,4.29636,5.38002,0.09736,178.2187,FILTERING,1636,1153,483
12/07/2024 00:49,4.47126,5.37632,0.0945,178.47946,FILTERING,1636,1154,482
12/07/2024 00:50,4.20147,5.3996,0.09474,178.78973,FILTERING,1636,1155,481
12/07/2024 00:51,4.49861,5.38998,0.09633,178.65468,FILTERING,1636,1156,480
12/07/2024 00:52,4.41149,5.37729,0.0981,178.45933,FILTERING,1636,1157,479
12/07/2024 00:53,4.40321,5.38644,0.09797,178.67991,FILTERING,1636,1158,478
12/07/2024 00:54,4.46159,5.38033,0.09883,178.74164,FILTERING,1636,1159,477
12/07/2024 00:55,4.36074,5.37341,0.09634,178.80288,FILTERING,1636,1160,476
12/07/2024 00:56,4.1924,5.38128,0.0985,178.96584,FILTERING,1636,1161,475
12/07/2024 00:57,4.30933,5.37286,0.09986,179.42381,FILTERING,1636,1162,474
